ID,H1,H2,H3,H4,H5,H6,H7,H8,H9,N2,N3,N4,N5,N6,N7,N8,N9,N10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,C1,C2,C3,C4,C5,C6,C7,C8,C9,Sexo,,,
500,1,2,1.00,0,0,1,12,27,16,47,12,16,0,1,4,5,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
501,1,2,1.00,3,2,4,98,49,12,28,12,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
502,1,2,1.00,1,0,2,12,23,12,42,14,12,0,1,5,4,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
503,2,2,1.00,3,0,7,97,64,11,0,98,98,0,1,1,5,2,3,4,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
504,2,3,1.00,2,3,5,99,37,12,0,99,97,8,0,2,5,1,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,,,
505,2,2,1.00,0,1,2,16,40,12,17,12,97,8,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
506,2,2,1.00,2,2,2,97,19,11,0,13,97,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
507,2,1,1.00,2,0,6,13,31,12,29,12,97,0,2,4,5,1,2,3,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
508,2,2,1.00,2,2,1,10,65,12,22,11,12,1,0,1,3,2,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
509,2,2,1.00,0,1,3,10,33,13,42,13,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
510,2,2,1.00,0,0,10,97,29,11,29,12,12,0,1,4,5,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
511,1,2,1.00,6,1,3,12,68,13,22,12,16,1,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
512,1,1,1.00,2,1,1,98,62,11,63,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
513,1,3,1.00,2,0,3,98,65,7,32,98,97,0,1,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
514,1,2,1.00,0,2,0,97,76,10,32,8,7,1,0,2,5,4,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
515,1,1,1.00,3,0,1,11,41,13,53,12,12,0,1,4,5,3,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
516,3,2,1.00,1,1,2,16,34,18,28,16,97,1,0,4,5,1,2,3,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,,,
517,1,2,1.00,0,1,2,16,32,14,22,16,97,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
518,1,3,1.00,0,0,2,16,26,15,39,16,97,0,1,5,4,1,3,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,9,9,9,1,,,
519,1,2,1.00,3,1,4,11,36,18,31,12,15,1,0,5,4,3,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
520,1,2,1.00,0,1,3,97,34,15,40,12,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
521,1,2,1.00,2,0,3,16,37,16,38,12,12,0,2,5,4,1,3,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,,,
522,1,2,1.00,0,1,1,99,32,15,51,99,17,1,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
523,1,2,1.00,0,1,5,10,27,16,65,9,97,2,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
524,1,2,1.00,1,2,2,12,30,12,29,12,97,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
525,1,2,1.00,1,2,2,12,39,12,41,12,97,8,0,4,5,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
526,1,2,1.00,0,1,4,12,33,11,39,8,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
527,1,2,1.00,5,1,2,97,61,10,32,98,97,1,0,5,3,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
528,1,2,1.00,3,0,3,98,79,10,29,99,97,0,2,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
529,1,2,1.00,4,8,4,98,71,7,33,98,97,1,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
530,1,2,1.00,4,3,1,2,73,7,35,4,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
531,3,1,1.00,1,1,0,97,26,11,46,13,97,1,0,5,2,1,4,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,,,,
532,1,2,1.00,0,2,2,97,20,10,44,12,97,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
533,1,3,1.00,3,0,6,99,39,12,44,7,14,0,1,4,5,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
534,2,2,1.00,2,2,3,3,39,14,30,5,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
535,2,3,1.00,2,0,3,97,33,11,42,99,97,0,2,4,5,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,
536,2,2,1.00,3,2,6,98,26,12,0,11,97,2,0,2,5,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
537,2,2,1.00,0,2,8,97,26,10,36,14,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
538,2,1,1.00,5,2,3,18,59,12,0,16,97,8,0,4,5,1,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,
539,2,3,1.00,1,3,9,97,28,13,49,99,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
540,1,2,1.00,2,0,2,10,61,12,29,13,20,0,2,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
541,1,2,1.00,1,1,5,98,79,11,36,98,97,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
542,1,1,1.00,0,2,1,11,21,13,51,13,97,2,0,4,5,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
543,1,2,1.00,3,1,4,7,57,12,22,12,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
544,1,2,1.00,3,0,2,10,45,12,35,10,12,0,1,4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,,,,
545,1,2,1.00,0,0,2,12,31,12,47,12,97,0,1,5,4,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
546,1,1,1.00,4,1,5,97,64,10,51,8,11,2,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
547,1,2,1.00,0,2,6,11,28,17,73,12,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
548,1,1,1.00,0,1,6,16,22,14,48,14,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
549,1,1,1.00,3,1,1,14,36,17,32,12,14,1,0,1,5,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,,,
550,1,2,1.00,1,1,9,97,78,12,32,8,9,2,0,5,4,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
551,1,2,1.00,2,2,7,7,63,11,33,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
552,1,2,1.00,0,0,5,5,62,9,50,12,97,0,1,4,5,2,1,3,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,1,,,
553,1,1,1.00,1,2,1,6,63,12,47,8,15,2,0,2,5,1,3,4,1,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,,,
554,1,1,1.00,0,2,1,16,48,16,32,14,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
555,1,3,1.00,2,0,3,12,47,19,52,16,97,0,1,5,4,1,3,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,,,
556,1,2,1.00,0,2,2,16,32,16,22,14,97,2,0,3,5,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,,
557,1,2,1.00,1,2,5,12,73,12,51,98,97,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
558,3,3,1.00,0,0,8,12,30,12,41,12,97,0,2,3,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
559,1,2,1.00,3,2,5,10,54,12,34,12,14,2,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
560,1,2,1.00,2,0,3,12,51,12,30,8,12,0,1,1,4,2,3,5,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,1,,,
561,1,2,1.00,2,1,0,13,74,18,53,8,12,2,0,4,2,1,3,5,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,,,
562,1,2,1.00,2,0,2,16,42,16,51,16,16,0,1,3,5,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
563,1,2,1.00,1,2,4,8,48,12,36,10,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
564,1,2,1.00,3,0,2,12,47,16,51,12,13,0,1,5,4,1,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,,
565,1,2,1.00,3,1,4,5,37,9,34,12,12,2,0,3,5,2,1,4,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,,,
566,1,1,1.00,7,1,4,16,51,17,50,16,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
567,1,2,1.00,1,2,1,12,37,12,21,12,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
568,1,1,1.00,2,0,3,97,69,12,30,12,13,0,2,1,4,5,2,3,1,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,,,
569,1,1,1.00,4,2,6,8,89,16,64,8,97,2,0,5,4,1,2,3,1,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,9,9,2,,,
570,1,1,1.00,2,1,7,98,63,9,31,98,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
571,1,2,1.00,2,0,3,8,62,12,39,98,8,0,2,5,3,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
572,1,2,1.00,0,1,4,97,48,12,34,12,16,1,0,5,4,3,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
573,1,2,1.00,2,2,0,98,81,12,42,12,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
574,1,2,1.00,3,2,1,12,30,14,32,12,16,1,0,4,5,1,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,
575,1,2,1.00,0,1,2,12,20,12,28,12,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
576,1,3,1.00,1,2,7,10,24,13,46,12,10,1,0,4,5,3,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,,,
577,1,2,1.00,1,2,1,97,40,10,42,8,97,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
578,2,2,1.00,0,1,3,17,29,15,43,17,16,1,0,4,5,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
579,2,2,1.00,1,0,4,12,65,16,46,12,97,0,1,5,4,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
580,2,3,1.00,2,2,2,12,31,12,27,14,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
581,2,2,1.00,5,0,0,8,60,12,23,8,97,0,2,9,9,9,9,9,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,
582,1,3,1.00,0,2,3,13,35,16,39,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
583,1,2,1.00,2,0,2,16,61,13,46,12,97,0,1,5,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
584,1,1,1.00,2,0,4,14,32,16,52,12,12,0,2,3,5,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
585,1,2,1.00,3,2,9,9,40,12,32,13,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
586,1,3,1.00,3,0,2,7,38,14,36,12,10,0,2,1,5,2,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
587,1,1,1.00,2,1,3,12,40,12,48,98,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
588,1,2,1.00,2,0,4,12,32,12,24,10,14,0,1,2,5,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,,,
589,1,1,1.00,2,1,1,12,32,12,26,12,12,2,0,1,5,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
590,1,2,1.00,1,0,1,18,33,12,42,9,16,0,1,5,4,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,
591,1,2,1.00,0,2,2,14,39,20,66,16,20,2,0,5,4,1,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
592,1,2,1.00,4,2,2,20,58,20,65,16,97,1,0,4,5,1,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
593,1,2,1.00,2,2,1,12,47,16,27,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
594,1,1,1.00,1,0,1,11,50,14,49,11,14,0,2,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,,,
595,1,2,1.00,2,2,3,8,52,15,71,8,12,2,0,1,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
596,1,1,1.00,4,0,11,8,62,3,44,8,97,0,2,5,3,2,4,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,,
597,1,2,1.00,3,2,0,8,56,11,23,8,97,1,0,3,5,4,2,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,,,
598,1,1,1.00,2,1,9,12,43,13,46,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
599,1,1,1.00,0,0,2,14,24,16,65,12,17,0,1,5,4,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
600,3,1,1.00,3,2,3,98,31,9,33,98,98,2,0,1,2,3,4,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
601,1,2,1.00,2,2,4,98,74,12,47,98,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
602,1,1,1.00,0,2,4,12,30,12,64,12,97,1,0,4,5,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,,
603,1,1,1.00,3,0,4,12,44,16,41,8,16,0,1,1,5,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
604,1,1,1.00,1,1,3,12,31,20,58,13,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
605,1,1,1.00,2,0,4,12,40,18,51,12,18,0,1,3,5,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
606,1,2,1.00,2,2,4,20,37,13,45,14,18,1,0,9,9,9,9,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
607,1,2,1.00,2,1,4,8,44,13,44,12,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
608,1,2,1.00,2,0,5,9,41,15,64,12,16,0,1,4,5,1,2,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,,,
609,1,2,1.00,1,1,1,16,46,18,64,12,14,2,0,4,3,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
610,1,3,1.00,5,0,10,98,50,10,28,98,98,0,1,1,5,4,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,
611,1,2,1.00,3,1,3,12,57,18,64,14,16,1,0,1,2,4,3,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
612,1,1,1.00,0,0,1,20,75,16,59,12,12,0,2,3,5,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
613,1,1,1.00,4,2,6,13,33,14,66,12,14,1,0,3,5,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
614,1,3,1.00,0,3,2,12,61,12,40,8,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
615,1,2,1.00,2,0,3,12,29,14,66,12,12,0,1,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,
616,1,1,1.00,2,0,1,12,45,12,28,12,12,0,2,3,5,1,2,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,,,
617,1,2,1.00,6,2,3,6,61,8,26,8,16,2,0,1,4,3,5,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,,
618,1,2,1.00,5,1,2,97,81,8,40,5,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
619,1,2,1.00,1,0,21,97,38,12,28,98,11,0,1,3,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
620,1,2,1.00,5,2,7,8,89,4,35,8,9,2,0,5,4,1,2,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,,,
621,1,2,1.00,4,2,9,97,81,5,23,98,97,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
622,1,3,1.00,0,0,7,98,74,8,22,97,13,0,2,3,4,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
623,1,2,1.00,2,1,4,8,30,12,42,12,12,1,0,2,5,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
624,1,1,1.00,3,2,4,10,39,12,44,12,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
625,1,3,1.00,7,1,3,6,56,16,54,13,16,2,0,2,5,3,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
626,1,1,1.00,5,0,3,12,42,16,66,99,19,0,1,5,4,1,2,3,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,
627,1,1,2.00,1,0,99,99,58,10,65,99,97,0,1,5,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
628,1,2,2.00,0,2,1,12,30,12,43,9,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
629,1,2,2.00,0,0,9,99,84,12,47,0,97,0,1,1,5,2,3,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
630,1,1,2.00,3,0,4,12,58,12,46,12,97,0,1,5,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
631,2,1,1.00,4,1,14,97,31,14,36,4,14,1,0,1,5,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
632,2,3,1.00,2,2,1,99,28,12,22,98,97,1,0,4,5,1,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,,,
633,2,3,1.00,7,2,13,98,71,9,25,98,97,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
634,2,2,1.00,2,0,11,98,40,20,22,4,97,0,1,4,5,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
635,2,2,1.00,3,2,8,98,31,12,0,97,97,1,0,4,5,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
636,3,2,1.00,0,2,12,98,49,13,30,0,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
637,1,2,1.00,0,0,1,97,22,11,29,12,97,0,1,4,5,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
638,1,2,1.00,0,1,3,12,38,12,29,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
639,1,2,1.00,0,2,3,8,30,13,60,12,12,1,0,4,5,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
640,1,2,1.00,3,2,1,97,55,12,46,98,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
641,1,2,1.00,0,0,99,97,37,13,50,12,97,0,1,4,5,2,3,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,
642,1,1,1.00,0,1,1,13,21,14,0,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
643,1,2,1.00,4,0,2,8,44,12,36,12,12,0,1,4,5,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
644,1,1,1.00,3,2,7,12,47,12,32,8,13,1,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,,,
645,1,3,1.00,0,0,3,14,32,18,66,15,97,0,1,4,5,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
646,1,2,1.00,0,2,3,16,32,16,32,14,97,1,0,5,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,,
647,1,1,1.00,1,0,2,16,25,17,44,12,18,0,1,5,4,1,3,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,,,
648,1,2,1.00,0,1,2,12,29,12,47,12,12,2,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,
649,1,2,1.00,2,2,1,14,47,18,68,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
650,1,2,1.00,0,0,4,97,32,12,51,12,14,0,1,1,5,4,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
651,1,1,1.00,0,1,1,12,44,16,61,12,12,1,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
652,1,2,1.00,0,1,3,12,34,20,51,12,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
653,1,1,1.00,1,0,2,9,38,14,38,12,16,0,1,4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
654,1,1,1.00,2,1,4,6,42,12,51,12,97,1,0,4,5,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
655,1,2,1.00,0,2,1,16,22,15,0,18,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
656,1,2,1.00,2,0,2,12,30,12,22,12,97,0,1,2,5,4,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
657,1,2,1.00,0,1,2,19,23,15,29,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
658,1,2,1.00,0,0,2,16,24,16,48,12,97,0,1,4,5,1,2,3,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,,,
659,1,1,1.00,4,1,3,3,68,16,44,6,12,2,0,5,4,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
660,1,2,1.00,0,1,1,12,23,16,32,15,97,2,0,4,5,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
661,1,1,1.00,0,1,3,16,39,20,74,16,97,3,0,3,5,1,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
662,1,1,1.00,0,1,1,14,23,14,36,98,97,2,0,9,9,9,9,9,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
663,1,2,1.00,4,2,2,97,52,12,22,12,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
664,1,2,1.00,6,0,1,8,67,12,40,5,8,0,1,2,5,1,3,4,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
665,1,2,1.00,2,1,4,8,35,17,51,8,14,1,0,5,4,1,2,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,
666,1,2,1.00,1,2,11,98,29,10,39,12,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
